project_id,date,capex_$,opex_$,idc_$,category,note,base_cost_year,currency
proj_001,2027-10-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2027-11-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2027-12-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-01-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-02-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-03-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-04-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-05-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-06-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-07-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-08-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-09-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-10-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-11-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2028-12-01,367,0,0,COMMISSIONING,,2025,USD
proj_001,2029-01-01,367,0,0,COMMISSIONING,,2025,USD
proj_002,2025-11-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2025-12-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2026-01-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2026-02-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2026-03-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2026-04-01,4767,0,0,ENGINEERING,,2025,USD
proj_002,2025-11-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2025-12-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2026-01-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2026-02-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2026-03-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2026-04-01,21450,0,0,PROCUREMENT,,2025,USD
proj_002,2025-11-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2025-12-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2026-01-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2026-02-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2026-03-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2026-04-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_002,2025-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2025-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2026-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2027-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2028-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2029-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_002,2030-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2025-11-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2025-12-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2026-01-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2026-02-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2026-03-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2026-04-01,4767,0,0,ENGINEERING,,2025,USD
proj_003,2025-11-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2025-12-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2026-01-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2026-02-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2026-03-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2026-04-01,21450,0,0,PROCUREMENT,,2025,USD
proj_003,2025-11-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2025-12-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2026-01-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2026-02-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2026-03-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2026-04-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_003,2025-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2025-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2026-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2027-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2028-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2029-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_003,2030-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_004,2025-11-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2025-12-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2026-01-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2026-02-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2026-03-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2026-04-01,4767,0,0,ENGINEERING,,2025,USD
proj_004,2025-11-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2025-12-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2026-01-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2026-02-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2026-03-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2026-04-01,21450,0,0,PROCUREMENT,,2025,USD
proj_004,2025-11-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2025-12-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2026-01-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2026-02-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2026-03-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2026-04-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_004,2025-11-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2025-12-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-01-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-02-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-03-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-04-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-05-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-06-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-07-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-08-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-09-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-10-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-11-01,1021,0,0,COMMISSIONING,,2025,USD
proj_004,2026-12-01,1021,0,0,COMMISSIONING,,2025,USD
proj_005,2025-11-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2025-12-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2026-01-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2026-02-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2026-03-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2026-04-01,4767,0,0,ENGINEERING,,2025,USD
proj_005,2025-11-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2025-12-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2026-01-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2026-02-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2026-03-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2026-04-01,21450,0,0,PROCUREMENT,,2025,USD
proj_005,2025-11-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2025-12-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2026-01-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2026-02-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2026-03-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2026-04-01,19067,0,0,CONSTRUCTION,,2025,USD
proj_005,2025-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2025-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2026-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2027-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2028-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2029-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-01-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-02-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-03-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-04-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-05-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-06-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-07-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-08-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-09-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-10-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-11-01,231,0,0,COMMISSIONING,,2025,USD
proj_005,2030-12-01,231,0,0,COMMISSIONING,,2025,USD
proj_006,2029-07-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2029-08-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2029-09-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2029-10-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2029-11-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2029-12-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2030-01-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2030-02-01,311850,0,0,ENGINEERING,,2025,USD
proj_006,2030-03-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-04-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-05-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-06-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-07-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-08-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-09-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-10-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-11-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2030-12-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2031-01-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2031-02-01,935550,0,0,PROCUREMENT,,2025,USD
proj_006,2031-03-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-04-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-05-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-06-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-07-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-08-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-09-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-10-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-11-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2031-12-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-01-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-02-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-03-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-04-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-05-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-06-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-07-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-08-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-09-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-10-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-11-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2032-12-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-01-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-02-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-03-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-04-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-05-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-06-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-07-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-08-01,332640,0,0,CONSTRUCTION,,2025,USD
proj_006,2033-08-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2033-09-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2033-10-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2033-11-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2033-12-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2034-01-01,178200,0,0,COMMISSIONING,,2025,USD
proj_006,2034-02-01,178200,0,0,COMMISSIONING,,2025,USD
proj_007,2025-11-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2025-12-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2026-01-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2026-02-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2026-03-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2026-04-01,38500,0,0,ENGINEERING,,2025,USD
proj_007,2025-11-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2025-12-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2026-01-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2026-02-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2026-03-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2026-04-01,173250,0,0,PROCUREMENT,,2025,USD
proj_007,2025-11-01,154000,0,0,CONSTRUCTION,,2025,USD
proj_007,2025-12-01,154000,0,0,CONSTRUCTION,,2025,USD
proj_007,2026-01-01,154000,0,0,CONSTRUCTION,,2025,USD
proj_007,2026-02-01,154000,0,0,CONSTRUCTION,,2025,USD
proj_007,2026-03-01,154000,0,0,CONSTRUCTION,,2025,USD
